Innehållsförteckning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Värden;Egen/annan produktion;Område;Därav;varav;Läkare/ Övrigt;Prestationsgrupp;Prestation;År;Blekinge;Dalarna;Gotland;Gävleborg;Halland;Jämtland Härjedalen;Jönköping;Kalmar;Kronoberg;Norrbotten;Skåne;Stockholm;Sörmland;Uppsala;Värmland;Västerbotten;Västernorrland;Västmanland;Västra Götaland;Örebro;Östergötland;Riket
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2012;;;;;;;;;;;56;;;;;;;;;;118;13
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2013;;;;;;;;0;;;64;;;1;;;;;;;106;13
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2014;;;;;;;;0;;;70;;;;;;;;;;79;13
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;;;;;;73;;;;0;;;;;;78;13
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;;;;;0;72;;;0;0;;;;;;74;13
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;;;;;;73;0;;;0;;;;;;0;10
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;3;;5;7;;;4;243;12;18;59;16;111;45;243;;61;12;10;52;1;36
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;3;;0;;;;21;210;10;18;58;19;146;92;206;;15;8;13;49;4;36
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;15;;;9;;;20;233;4;17;68;18;269;82;195;;6;8;15;47;16;42
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;14;;6;13;;;20;259;11;18;70;20;;91;174;;6;7;22;48;32;37
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;14;;;12;;;13;264;10;18;64;21;;85;155;;2;;31;41;46;37
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;16;;7;17;;;18;257;;13;57;13;;81;216;;;8;32;36;82;38
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;17;68;7;17;;;2;267;;6;47;13;;82;149;;;8;35;29;128;38
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;17;68;5;20;0;;1;266;;4;40;11;;92;125;;;8;36;30;123;37
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;16;62;4;16;0;;1;245;;18;43;11;;86;125;;;10;37;10;120;36
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;12;65;5;6;1;;1;244;;25;45;12;;87;133;;;13;133;8;105;52
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2008;;;2;0;;;6;1;0;1;2;2;;;;;3;1;1;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2009;4;;;;;;4;2;;1;2;2;;;;;11;1;1;;;2
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2010;3;;;;;;4;;;1;2;2;;1;;;8;;1;0;0;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2011;2;;;;;;5;1;;1;3;2;;2;;;4;;1;0;0;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2012;1;;;0;;;3;1;;1;1;2;;2;;;4;;1;0;0;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2013;1;;;0;;;4;1;;1;1;1;;3;;;;4;1;0;1;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2014;1;;;4;;;6;2;;1;1;2;;1;;;;4;1;0;1;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2015;1;;;0;0;;7;3;;1;1;2;;1;;;;4;1;;5;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2016;1;;;0;;;6;3;;1;1;1;;2;;;;3;1;;5;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Besök dagsjukvård;Besök dagsjukvård;2017;0;0;;0;0;;3;2;;1;1;2;;3;;;;3;1;0;4;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2008;;;;;;;;;;;3;;1;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2009;;;;;;;;;;;;;1;;;;;;;;;0
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2010;;;;;;;;;;;4;;;;;;;;;;12;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2011;;;;;;;;;;;4;;;;;;;;;;12;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2012;;;;;;;;;;;6;;;;;;;;;;7;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2013;;;;;;;;;;;7;;;0;;;;;;;9;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2014;;;;;;;;;;;8;;;;;;;;;;7;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2015;;;;;;;;;;;8;;;;;;;;;;7;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2016;;;;;;;;;;0;8;;;;;;;;;;7;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Hemsjukvårdsbesök;Hemsjukvårdsbesök;2017;;;;;;;;;;;8;0;;;;;;;;;;1
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;315;;1;107;0;;114;0;2;3;118;60;6;233;3;;57;6;139;4;0;75
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;278;;1;;;;117;0;2;2;118;60;;235;3;;5;6;145;5;125;76
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;266;;;206;;;121;2;0;2;120;64;;223;4;;113;7;150;44;223;92
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;271;;1;199;;;126;1;3;5;128;77;;227;4;;46;8;163;47;244;98
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;267;;;217;0;;5;2;2;3;125;96;;218;4;;50;;169;48;253;99
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;269;;10;220;;;4;28;;9;125;96;;210;3;;;3;158;49;113;90
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;278;22;8;227;;;4;43;;4;126;95;;224;8;;;4;159;51;119;93
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;275;22;8;230;0;;4;42;;4;122;93;;225;7;;;5;137;50;113;88
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;254;35;3;222;0;;4;40;;95;118;85;;227;8;;;4;105;128;109;85
;Besök per 1000 inv, spec;Offentlig regi;Specialiserad somatisk vård;Övrig;Övrig;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;239;43;1;224;0;;6;39;;88;116;81;;224;7;;;3;103;104;104;82
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2008;;70;83;;96;73;95;;66;79;96;;;54;;90;29;;68;247;7;51
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2009;;72;85;;78;71;127;;76;82;84;;;55;;86;73;;110;227;;57
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2010;;77;81;;78;70;135;;84;77;81;;;65;;89;32;;124;242;;59
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2011;;86;79;;79;;142;;99;83;86;;;;;94;75;125;131;253;;63
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2012;;78;78;;89;65;128;;96;79;109;;78;28;;92;88;71;130;248;;68
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2013;;78;85;;83;71;125;;106;83;117;76;82;30;;86;82;87;135;247;;87
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2014;;80;95;;90;82;135;;107;88;117;63;88;19;;92;79;69;122;257;;83
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2015;;77;96;;92;69;133;;103;82;119;63;4;21;;90;75;63;127;247;;81
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2016;;68;97;;94;80;133;;104;84;116;60;97;52;;90;72;69;119;268;;83
;Besök per 1000 inv, spec;Offentlig regi;Övrig hälso- och sjukvård;Funktionshinder- och hjälpmedelsverksamhet;Funktionshinder- och hjälpmedelsverksamhet;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (och hembesök);2017;;64;84;;96;;123;;103;83;112;63;94;58;;81;76;68;123;295;;83
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;2;1;1;1;1;3;0;3;1;1;6;8;0;8;3;0;3;11;1;2;5;4
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;2;;3;2;7;1;0;2;1;2;9;6;;6;0;0;5;11;1;2;5;4
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;2;0;4;4;8;5;2;2;1;;14;6;0;2;2;0;1;6;2;2;5;5
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;1;0;4;5;4;2;2;6;1;;13;5;0;1;1;0;1;3;1;2;5;4
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;1;0;4;10;4;3;2;5;1;;16;4;0;7;1;1;2;6;1;2;5;5
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;1;1;5;9;4;3;2;6;1;0;18;2;1;1;1;0;3;4;1;2;6;4
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;1;1;4;7;4;3;1;6;1;0;19;3;1;1;2;1;5;5;1;2;5;5
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;2;1;6;7;5;2;1;6;1;2;23;4;1;0;1;1;2;5;2;2;5;5
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;1;;6;5;4;2;1;5;2;1;26;4;1;1;3;1;2;3;3;4;5;6
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;1;;4;5;4;3;2;5;1;2;26;5;1;1;1;1;2;3;3;1;6;6
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;253;79;53;300;670;138;183;275;184;133;505;955;237;252;390;210;258;696;445;240;107;476
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;248;85;262;319;617;129;182;278;308;123;542;1 052;217;381;121;205;216;686;474;225;140;507
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;301;74;314;414;644;127;336;256;357;200;562;1 080;375;408;249;226;288;716;585;222;147;561
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;343;127;364;533;931;145;456;304;366;220;569;1 124;430;402;282;271;346;707;625;216;160;607
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;340;154;321;507;947;136;464;272;387;233;563;1 128;473;454;268;271;389;712;607;200;201;611
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;308;169;365;557;920;119;455;283;403;188;578;1 113;444;513;267;261;417;711;585;190;196;608
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;327;188;357;557;882;115;444;281;396;163;600;1 117;437;458;264;277;385;750;595;180;191;611
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;319;185;366;569;864;112;419;286;365;177;590;1 100;412;454;253;264;374;747;586;187;191;602
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;316;174;351;573;851;120;473;280;355;188;570;1 019;383;568;249;258;371;680;606;203;196;588
;Besök per 1000 inv, spec;Privat regi;Primärvård;Allmänläkarvård inkl. jourverksamhet;Allmänläkarvård inkl. jourverksamhet;Läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;319;175;353;566;881;112;960;283;377;202;557;987;374;521;228;240;362;715;574;176;201;591
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2008;;;;1;0;0;0;;2;;0;4;1;;1;1;;5;0;1;0;1
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2009;;;;1;2;0;0;;2;;1;4;1;;0;;0;4;1;1;0;1
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2010;4;0;;1;3;0;0;;2;;2;4;1;;0;1;2;5;2;1;0;2
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2011;3;1;;1;2;0;;;3;;2;5;1;11;0;1;2;5;2;2;0;3
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2012;3;1;;2;2;0;;;3;;2;5;2;12;0;1;2;7;2;1;0;3
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2013;3;1;;2;3;0;;;4;1;3;5;1;3;;1;3;7;3;1;1;3
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2014;3;1;;2;3;0;;;4;1;4;5;2;3;;1;;6;3;1;1;3
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2015;4;1;;3;3;0;;;6;1;4;6;2;3;;1;3;;3;1;1;3
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2016;3;1;;3;3;0;;;6;1;6;6;2;4;;1;2;6;3;2;2;4
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Hembesök (primärvård);2017;4;2;;4;3;0;;;5;2;8;6;3;3;1;1;2;10;3;1;1;4
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2008;;;;33;7;10;4;;52;;35;99;19;;47;19;47;119;15;29;20;40
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2009;;;;30;92;6;7;;61;;42;108;17;0;6;19;39;114;17;29;16;44
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2010;29;5;;34;99;8;2;;84;1;58;119;37;28;6;25;45;130;41;29;24;57
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2011;39;13;;33;80;10;;;86;9;59;123;38;213;10;28;42;132;51;28;29;67
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2012;36;15;;52;85;9;;;86;23;74;123;50;203;12;30;49;128;55;26;34;71
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2013;39;19;;53;84;10;;;95;24;87;121;60;58;15;32;59;133;59;23;35;69
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2014;46;23;;51;86;11;;;87;20;107;124;60;59;19;31;62;132;59;22;34;72
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2015;52;27;;54;98;11;;;84;21;115;121;57;60;18;35;72;119;60;22;35;74
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2016;52;31;;57;101;12;;;78;26;97;119;60;69;18;38;74;128;64;22;40;73
;Besök per 1000 inv, spec;Privat regi;Primärvård;Barnhälsovård;Barnhälsovård;Ej läkare;Mottagningsbesök (och hembesök);Mottagningsbesök (primärvård);2017;50;34;;54;105;12;;;76;31;84;111;56;63;21;39;74;102;60;21;39;68
